Data	Labels
16.308935639156978	0
12.128478962372201	0
39.023251757041564	0
-30.20830823983674	0
58.721242166420794	0
28.175290030934306	0
-3.0095975029043167	0
16.03415446971758	0
21.441331441190723	0
75.60781132130559	0
42.04286116672904	0
20.77686068049635	0
-5.971617998347478	0
31.72235976041485	0
-15.600439222271586	0
75.80806982267652	0
-35.34579810412443	0
50.35083338007137	0
-35.500212119526026	0
-1.357902956934371	0
-13.517530559102664	0
-6.576854273534234	0
-11.208902904163402	0
22.075156473961307	0
-18.68581581253959	0
23.598552088135015	0
72.05349856548673	0
12.143640214560438	0
28.228755350957908	0
3.8702307178297373	0
77.4268648587585	0
60.85380659953103	0
-21.470375108103024	0
72.42632695667518	0
-23.90977535594225	0
-10.131938736248276	0
37.556602204926676	0
-0.8809941471214255	0
142.71403103409037	0
-10.756089429224499	0
26.47481853554216	0
-47.00153553499703	0
-32.005897890424706	0
-62.20734575534895	0
-16.058037266608604	0
6.4923986200666475	0
36.44864308881749	0
-21.046829543502227	0
-18.177658107226787	0
54.953183434237864	0
-4.684445861751934	0
-10.434576993877112	0
-11.92529780448604	0
-29.772207773094365	0
-4.673176986057966	0
-64.25132803184987	0
-18.4072301394193	0
45.99383498000487	0
6.520992440589923	0
-4.888711723677085	0
12.536383708114435	0
16.039696707904277	0
45.100646951006716	0
19.475181214962717	0
-2.6798088547139383	0
-51.070708218506404	0
-10.48849620509461	0
10.92562652646109	0
-15.559341545250277	0
-6.857031579634278	0
-35.72915352452662	0
13.433943116502334	0
-40.26440480510546	0
2.8479848592684363	0
21.350423106193315	0
32.734983591759004	0
9.255356376568313	0
-10.285955525999928	0
69.05439530872022	0
46.4844982362106	0
-1.565910191595563	0
-2.625913365063079	0
23.652090229710986	0
16.41731312328342	0
-17.21354955710501	0
-26.434046961337742	0
58.90885535041008	0
-32.15879554181375	0
-20.883677678633866	0
65.06077521141515	0
20.517549566719637	0
26.058024139845003	0
34.8379000453868	0
34.5621138616046	0
76.57057221156325	0
0.6998593758087868	0
-7.200558571952701	0
96.36205043833941	0
45.34503962018444	0
