X	y
-10.0	146.561336977718
-9.97997997997998	107.1398598023282
-9.95995995995996	106.55565534142144
-9.93993993993994	49.61516583158068
-9.91991991991992	145.2512052912872
-9.8998998998999	130.77006963392063
-9.87987987987988	50.48302585685509
-9.85985985985986	63.40564003102041
-9.83983983983984	125.3103860113804
-9.81981981981982	144.4505272734898
-9.7997997997998	33.90777925330622
-9.77977977977978	42.95094527134511
-9.75975975975976	73.55706781750827
-9.73973973973974	0.22366565845551634
-9.71971971971972	78.71913775800819
-9.6996996996997	120.37154137003449
-9.67967967967968	25.54590675735738
-9.65965965965966	81.56555616024
-9.63963963963964	55.6996277230013
-9.61961961961962	135.3358965420725
-9.5995995995996	55.44060623664376
-9.57957957957958	130.29293692128792
-9.55955955955956	53.75767730444326
-9.53953953953954	102.68606453938784
-9.51951951951952	83.65225510453128
-9.4994994994995	69.2636757474774
-9.47947947947948	45.442543756970466
-9.45945945945946	85.19388951368228
-9.43943943943944	57.36486860250905
-9.41941941941942	48.05503926700386
-9.3993993993994	125.56792896015692
-9.37937937937938	91.92508697332454
-9.35935935935936	95.04989116756823
-9.33933933933934	57.44703394661124
-9.31931931931932	64.5158534418007
-9.2992992992993	61.929608834709825
-9.27927927927928	82.68706623433842
-9.25925925925926	93.32028777799002
-9.23923923923924	68.79601391020302
-9.21921921921922	41.02034478307952
-9.1991991991992	96.60740396110455
-9.17917917917918	70.1015113006183
-9.15915915915916	16.701768548735487
-9.13913913913914	-8.625025076602157
-9.11911911911912	78.64439358702268
-9.0990990990991	37.734349457430504
-9.07907907907908	82.78975542428557
-9.05905905905906	39.02617379830025
-9.03903903903904	71.42083648101398
-9.01901901901902	52.68221102075346
-8.998998998999	129.05313415582597
-8.97897897897898	99.87546922845964
-8.95895895895896	113.84771611715496
-8.93893893893894	65.8924711644873
-8.91891891891892	94.31427065254772
-8.8988988988989	67.69200660866736
-8.87887887887888	116.98202161565786
-8.85885885885886	61.14942821423852
-8.83883883883884	13.137778088299669
-8.81881881881882	-8.81644718762648
-8.7987987987988	122.88046300846813
-8.77877877877878	79.73556035861
-8.75875875875876	81.79158407811846
-8.73873873873874	115.51539958895259
-8.71871871871872	2.116160684564349
-8.6986986986987	48.36031790499997
-8.67867867867868	52.46359238425333
-8.65865865865866	87.37696084529978
-8.63863863863864	35.41375214807139
-8.618618618618619	16.793894889429836
-8.598598598598599	16.16614922672874
-8.578578578578579	100.81390401748286
-8.558558558558559	32.40065210624661
-8.538538538538539	38.95693386144556
-8.518518518518519	81.37005413951047
-8.498498498498499	33.06544503552785
-8.478478478478479	-3.4505028661373203
-8.458458458458459	0.6873603224541753
-8.438438438438439	55.28530012068199
-8.418418418418419	74.9367553238776
-8.398398398398399	49.455470082808866
-8.378378378378379	71.93640483164805
-8.358358358358359	-1.9167132062525667
-8.338338338338339	0.2202820930743954
-8.318318318318319	136.69947599482617
-8.298298298298299	99.64539184786432
-8.278278278278279	82.65632280440406
-8.258258258258259	30.93222479713441
-8.238238238238239	45.823869927197975
-8.218218218218219	54.04229082900779
-8.198198198198199	101.13051739433865
-8.178178178178179	68.02642154969669
-8.158158158158159	72.17212506356705
-8.138138138138139	46.917438414912226
-8.118118118118119	81.20354794972448
-8.098098098098099	63.26661551774968
-8.078078078078079	53.68400765821396
-8.058058058058059	25.065153352212533
-8.038038038038039	47.44539670921156
-8.018018018018019	12.389399565147166
-7.997997997997998	49.52697176445361
-7.977977977977978	53.892985547882
-7.957957957957958	-36.14948290111682
-7.937937937937938	41.84275942306039
-7.917917917917918	7.525900953284442
-7.897897897897898	67.53201112842524
-7.877877877877878	72.2429548708377
-7.857857857857858	33.68198096263133
-7.837837837837838	68.52082143295581
-7.817817817817818	69.7610495050163
-7.797797797797798	39.94028468092093
-7.777777777777778	103.17260271586994
-7.757757757757758	21.564592180301094
-7.737737737737738	100.36627513964923
-7.717717717717718	39.02055188434314
